ID,COD_PLAN,ANHO,ANHO_SIES,PLAN_NOMBRE,JORNADA_USACH,JORNADA_SIES,ESTADO_JORNADA,LLAVE,SIES,SIES_CAR,LLAVE_SIES,PROGRAMA_SIES,OBSERVACIÓN,COD_PLAN2,COD_CARRERA,Nombre_carrera,REPLICA_COD_SIES,DURACIÓN,DURACION_TOTAL,COD_DEPTO_2,COD_FAC_,depto,FACULTAD_,COD_FAC,FACULTAD,COD_DEPTO_2_CR,nombre_depto_cr,comparacion_cod_depto,ANHO_PLAN
2025-9632,9632,2025,2025-I71S1C618J3V1,DIPLOMADO EN GESTION PUBLICA E INNOVACION SOCIAL,2,2,OK,96322025,I71S1C618J3V1,I71S1C618J,2025I71S1C618J3V1,DIPLOMADO EN GESTION PUBLICA E INNOVACION SOCIAL,,9632,DIPGPIS,DIPLOMADO EN GESTIÓN PÚBLICA E INNOVACIÓN SOCIAL,I71S1C618J3V1,16,1,67,65,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,67,Departamento de Tecnologias de Gestión,TRUE,2025-9632
2025-9625,9625,2025,2025-I71S1C477J2V1,DIPLOMADO EN GESTION Y ADMINISTRACION DE REDES DE DATOS,2,2,OK,96252025,I71S1C477J2V1,I71S1C477J,2025I71S1C477J2V1,DIPLOMADO EN GESTION Y ADMINISTRACION DE REDES DE DATOS,,9625,DIPGR,DIPLOMADO EN GESTIÓN Y ADMINISTRACIÓN DE REDES DE DATOS,I71S1C477J2V1,16,1,68,65,DPTO DE TECNOLOG INDUSTRIALES,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,68,Departamento de Tecnologías Industriales,TRUE,2025-9625
2025-9780,9780,2025,2025-I71S1C621J2V1,DIPLOMADO EN INSPECCION TECNICA Y SUPERVISION DE OBRAS,2,2,OK,97802025,I71S1C621J2V1,I71S1C621J,2025I71S1C621J2V1,DIPLOMADO EN INSPECCION TECNICA Y SUPERVISION DE OBRAS,,9780,DIPITSO,DIPLOMADO EN INSPECCIÓN TÉCNICA Y SUPERVISIÓN DE OBRAS,I71S1C621J2V1,16,1,49,40,DPTO DE ING. EN OBRAS CIVILES,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,49,Departamento de Ingeniería en Obras Civiles,TRUE,2025-9780
2025-9057,9057,2025,2025-I71S1C834J4V1,DIPLOMADO EN INTELIGENCIA DIGITAL DE MARKETING,2,4,OK,90572025,I71S1C834J4V1,I71S1C834J,2025I71S1C834J4V1,DIPLOMADO EN INTELIGENCIA DIGITAL DE MARKETING,,9057,DIPIDM,DIPLOMADO EN INTELIGENCIA DIGITAL DE MARKETING,I71S1C834J4V1,4,1,60,60,DECAN FACULTAD DE ADM Y ECONOM,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,60,Facultad de Administración y Economía,TRUE,2025-9057
2025-9844,9844,2025,2025-I71S1C410J3V1,"DIPLOMADO INTERNACIONAL EN EJERCICIO ADAPTADO, ESPECIALIZACION EN PRESCRIPCION DE EJERCICIO CARDIOVASCULAR Y METABOLICO",1,3,ERR,98442025,I71S1C410J3V1,I71S1C410J,2025I71S1C410J3V1,"DIPLOMADO EN INTERNACIONAL EN EJERCICIO ADAPTADO, ESPECIALIZACION EN PRESCRIPCION DE EJERCICIO CARDIOVASCULAR Y METABOLICO",,9844,DIPIEA,"DIPLOMADO INTERNACIONAL EN EJERCICIO ADAPTADO, ESPECIALIZACIÓN EN PRESCRIPCIÓN DE EJERCICIO CARDIOVASCULAR Y METABÓLICO",I71S1C410J3V1,2,1,83,83,DECANATO FAC CIENCIAS MÉDICAS,FACULTAD DE CIENCIAS MÉDICAS,83,Facultad de Ciencias Médicas,83,Facultad de Ciencias Médicas,TRUE,2025-9844
2025-9825,9825,2025,2025-I71S1C301J3V2,"DIPLOMADO INTERNACIONAL DE ENTRENAMIENTO DEPORTIVO, ESPECIALIDAD EN PREPARACION FISICA",2,2,SI,98252025,I71S1C301J3V2,I71S1C301J,2025I71S1C301J3V2,"DIPLOMADO EN INTERNACIONAL EN ENTRENAMIENTO DEPORTIVO, ESPECIALIDAD PREPARACION FISICA",,9825,DIPIEDF,"DIPLOMADO INTERNACIONAL DE ENTRENAMIENTO DEPORTIVO, ESPECIALIDAD EN PREPARACIÓN FÍSICA",I71S1C301J3V2,2,1,83,83,DECANATO FAC CIENCIAS MÉDICAS,FACULTAD DE CIENCIAS MÉDICAS,83,Facultad de Ciencias Médicas,83,Facultad de Ciencias Médicas,TRUE,2025-9825
2025-9969,9969,2025,2025-I71S1C438J1V1,"DIPLOMADO EN LITERATURA INFANTIL Y JUVENIL: TEORIA, CREACION Y EDICION",2,1,ERR,99692025,I71S1C438J1V1,I71S1C438J,2025I71S1C438J1V1,"DIPLOMADO EN LITERATURA INFANTIL Y JUVENIL: TEORIA, CREACION Y EDICION",,9969,DIPLIJ,"DIPLOMADO EN LITERATURA INFANTIL Y JUVENIL: TEORÍA, CREACIÓN Y EDICIÓN",I71S1C438J1V1,16,1,8,15,IDEA,VICE-REC ACADÉMICA,55,Facultad de Humanidades,8,Instituto de Estudios Avanzados (IDEA),TRUE,2025-9969
2025-9253,9253,2025,2025-I71S1C837J3V1,DIPLOMADO EN MINERIA,2,3,OK,92532025,I71S1C837J3V1,I71S1C837J,2025I71S1C837J3V1,DIPLOMADO EN MINERIA,,9253,DIPMINE,DIPLOMADO EN MINERÍA,I71S1C837J3V1,4,1,40,40,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,40,Facultad de Ingeniería,TRUE,2025-9253
2025-9227,9227,2025,2025-I71S1C689J2V1,DIPLOMADO EN MODELAMIENTO Y ANALISIS DE DATOS,2,2,OK,92272025,I71S1C689J2V1,I71S1C689J,2025I71S1C689J2V1,DIPLOMADO EN MODELAMIENTO Y ANALISIS DE DATOS,,9227,DIPMAD,DIPLOMADO EN MODELAMIENTO Y ANÁLISIS DE DATOS,I71S1C689J2V1,14,1,51,50,DPTO MATEMÁT Y CS DE LA COMP,FACULTAD DE CIENCIA,50,Facultad de Ciencia,51,Departamento de Matemática y Ciencia de la Computación,TRUE,2025-9227
2025-9892,9892,2025,2025-I71S1C770J3V1,DIPLOMADO EN MODELO DE GESTION DE CALIDAD Y SEGURIDAD EN SALUD Y SU CONTRIBUCION A LA ACREDITACION INSTITUCIONAL,1,3,ERR,98922025,I71S1C770J3V1,I71S1C770J,2025I71S1C770J3V1,DIPLOMADO EN MODELO DE GESTION DE CALIDAD Y SEGURIDAD EN SALUD Y SU CONTRIBUCION A LA ACREDITACION INSTITUCIONAL,,9892,DIPMGCS,DIPLOMADO EN MODELO DE GESTIÓN DE CALIDAD Y SEGURIDAD EN SALUD Y SU CONTRIBUCIÓN A LA ACREDITACIÓN INSTITUCIONAL,I71S1C770J3V1,10,1,83,83,DECANATO FAC CIENCIAS MÉDICAS,FACULTAD DE CIENCIAS MÉDICAS,83,Facultad de Ciencias Médicas,83,Facultad de Ciencias Médicas,TRUE,2025-9892
2025-9517,9517,2025,2025-I71S1C626J1V1,DIPLOMADO EN NEUROCIENCIA DEL APRENDIZAJE Y HABILIDADES DEL SIGLO XXI,2,1,ERR,95172025,I71S1C626J1V1,I71S1C626J,2025I71S1C626J1V1,DIPLOMADO EN NEUROCIENCIA DEL APRENDIZAJE Y HABILIDADES DEL SIGLO 21,,9517,DIPNAH,DIPLOMADO EN NEUROCIENCIA DEL APRENDIZAJE Y HABILIDADES DEL SIGLO XXI,I71S1C626J1V1,16,1,97,95,DEPARTAMENTO DE BIOLOGÍA,FACULTAD DE QUÍMICA Y BIOLOGÍA,95,Facultad de Química y Biología,97,Departamento de Biología,TRUE,2025-9517
2025-9678,9678,2025,2025-I71S1C531J2V1,DIPLOMADO EN NORMAS INTERNACIONALES DE CONTABILIDAD PARA EL SECTOR PUBLICO NICSP-CGR,2,2,OK,96782025,I71S1C531J2V1,I71S1C531J,2025I71S1C531J2V1,DIPLOMADO EN NORMAS INTERNACIONALES DE CONTABILIDAD SECTOR PUBLICO NICSP - CGR,,9678,DIPNICP,DIPLOMADO EN NORMAS INTERNACIONALES DE CONTABILIDAD PARA EL SECTOR PÚBLICO,I71S1C531J2V1,10,1,63,60,DPTO DE CONTAB Y AUDITORÍA,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,63,Departamento de Contabilidad y Auditoría,TRUE,2025-9678
2025-9897,9897,2025,2025-I71S1C839J3V1,DIPLOMADO EN NUTRICION Y ACTIVIDAD FISICA: PROFUNDIZANDO EN RECOMENDACIONES Y ESTRATEGIAS EDUCATIVAS,2,3,OK,98972025,I71S1C839J3V1,I71S1C839J,2025I71S1C839J3V1,DIPLOMADO EN NUTRICION Y ACTIVIDAD FISICA: PROFUNDIZANDO EN RECOMENDACIONES Y ESTRATEGIAS EDUCATIVAS,,9897,DIPENAF,DIPLOMADO EN NUTRICIÓN Y ACTIVIDAD FÍSICA: PROFUNDIZANDO EN RECOMENDACIONES Y ESTRATEGIAS EDUCATIVAS,I71S1C839J3V1,4,1,83,83,DECANATO FAC CIENCIAS MÉDICAS,FACULTAD DE CIENCIAS MÉDICAS,83,Facultad de Ciencias Médicas,83,Facultad de Ciencias Médicas,TRUE,2025-9897
2025-9782,9782,2025,2025-I71S1C815J2V1,DIPLOMADO EN OPERACION DE SISTEMAS ELECTRICOS DE POTENCIA,2,2,OK,97822025,I71S1C815J2V1,I71S1C815J,2025I71S1C815J2V1,DIPLOMADO EN OPERACION DE SISTEMAS ELECTRICOS DE POTENCIA,,9782,DIPOSEP,DIPLOMADO EN OPERACIÓN DE SISTEMAS ELÉCTRICOS DE POTENCIA,I71S1C815J2V1,4,1,41,40,DPTO DE INGENIERÍA ELÉCTRICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,41,Departamento de Ingeniería Eléctrica,TRUE,2025-9782
2025-9781,9781,2025,2025-I71S1C691J3V1,DIPLOMADO EN MODALIDAD B-LEARNING EN ORDENAMIENTO TERRITORIAL REGIONAL Y COMUNAL,2,3,ERR,97812025,I71S1C691J3V1,I71S1C691J,2025I71S1C691J3V1,DIPLOMADO EN ORDENAMIENTO TERRITORIAL REGIONAL Y COMUNAL,,9781,DIPOTRC,DIPLOMADO EN MODALIDAD B-LEARNING EN ORDENAMIENTO TERRITORIAL REGIONAL Y COMUNAL,I71S1C691J3V1,16,1,43,40,DPTO DE INGENIERÍA GEOGRÁFICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,43,Departamento de Ingeniería Geoespacial y Ambiental,TRUE,2025-9781
2025-9928,9928,2025,2025-I71S1C485J1V1,"DIPLOMADO EN PATRIMONIO CULTURAL, CIUDADANIA Y DESARROLLO LOCAL",2,1,ERR,99282025,I71S1C485J1V1,I71S1C485J,2025I71S1C485J1V1,"DIPLOMADO EN PATRIMONIO CULTURAL, CIUDADANIA Y DESARROLLO LOCAL",,9928,DIPPCCD,"DIPLOMADO EN PATRIMONIO CULTURAL, CIUDADANÍA Y DESARROLLO LOCAL",I71S1C485J1V1,4,1,8,15,IDEA,VICE-REC ACADÉMICA,55,Facultad de Humanidades,8,Instituto de Estudios Avanzados (IDEA),TRUE,2025-9928
2025-9369,9369,2025,2025-I71S1C439J2V1,DIPLOMADO EN PLANIFICACION Y GESTION TRIBUTARIA,2,2,OK,93692025,I71S1C439J2V1,I71S1C439J,2025I71S1C439J2V1,DIPLOMADO EN PLANIFICACION Y GESTION TRIBUTARIA,,9369,DIPPGT,DIPLOMADO EN PLANIFICACIÓN Y GESTIÓN TRIBUTARIA,I71S1C439J2V1,16,1,63,60,DPTO DE CONTAB Y AUDITORÍA,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,63,Departamento de Contabilidad y Auditoría,TRUE,2025-9369
2025-9957,9957,2025,2025-I71S1C695J1V1,DIPLOMADO EN PUEBLOS INDIGENAS EN CHILE Y AMERICA LATINA,1,1,OK,99572025,I71S1C695J1V1,I71S1C695J,2025I71S1C695J1V1,DIPLOMADO EN PUEBLOS INDIGENAS EN CHILE Y AMERICA LATINA,,9957,DIPPIC,DIPLOMADO EN PUEBLOS INDÍGENAS EN CHILE Y AMÉRICA LATINA,I71S1C695J1V1,16,1,8,15,IDEA,VICE-REC ACADÉMICA,55,Facultad de Humanidades,8,Instituto de Estudios Avanzados (IDEA),TRUE,2025-9957
2025-9775,9775,2025,2025-I71S1C629J2V1,DIPLOMADO EN RIESGO OPERACIONAL Y CONTINUIDAD DEL NEGOCIO EN PROCESOS Y TICS,2,2,OK,97752025,I71S1C629J2V1,I71S1C629J,2025I71S1C629J2V1,DIPLOMADO EN RIESGO OPERACIONAL Y CONTINUIDAD DEL NEGOCIO EN PROCESOS Y TICS,,9775,DIPROCN,DIPLOMADO EN RIESGO OPERACIONAL Y CONTINUIDAD DEL NEGOCIO EN PROCESOS Y TICS,I71S1C629J2V1,16,1,45,40,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,45,Departamento de Ingeniería Informática,TRUE,2025-9775
2025-9627,9627,2025,2025-I71S1C537J3V1,DIPLOMADO EN SALUD FAMILIAR EN ATENCION PRIMARIA Y GESTION DE PERSONAS,2,3,OK,96272025,I71S1C537J3V1,I71S1C537J,2025I71S1C537J3V1,DIPLOMADO EN SALUD FAMILIAR EN ATENCION PRIMARIA Y GESTION DE PERSONAS,,9627,DIPAPGP,DIPLOMADO EN SALUD FAMILIAR EN ATENCIÓN PRIMARIA Y GESTIÓN DE PERSONAS,I71S1C537J3V1,10,1,67,65,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,67,Departamento de Tecnologias de Gestión,TRUE,2025-9627
2025-9055,9055,2025,2025-I71S1C570J4V1,DIPLOMADO EN SERVICE MARKETING,2,2,OK,90552025,I71S1C570J4V1,I71S1C570J,2025I71S1C570J4V1,DIPLOMADO EN SERVICE MARKETING,,9055,DIPESM,DIPLOMADO EN SERVICE MARKETING,I71S1C570J4V1,10,1,60,60,DECAN FACULTAD DE ADM Y ECONOM,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,60,Facultad de Administración y Economía,TRUE,2025-9055
2025-9617,9617,2025,2025-I71S1C361J2V1,DIPLOMADO INTERNACIONAL DE ENVASES Y EMBALAJES,2,2,OK,96172025,I71S1C361J2V1,I71S1C361J,2025I71S1C361J2V1,DIPLOMADO INTERNACIONAL EN ENVASES Y EMBALAJES,,9617,DIPIEYE,DIPLOMADO INTERNACIONAL DE ENVASES Y EMBALAJES,I71S1C361J2V1,2,1,66,65,DPTO DE CS Y TECNO DE LOS ALIM,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,66,Departamento de Ciencia y Tecnología de los Alimentos,TRUE,2025-9617
2025-9926,9926,2025,2025-I71S1C442J1V1,"DIPLOMADO EN MUSEOS Y MUSEOLOGIA, NUEVOS ENFOQUES PARA LA EDUCACION",2,1,ERR,99262025,I71S1C442J1V1,I71S1C442J,2025I71S1C442J1V1,"DIPLOMADO MUSEOS Y MUSEOLOGIA. NUEVOS ENFOQUES PARA LA EDUCACION, EL PENSAMIENTO CRITICO Y LA TRANSFORMACION SOCIAL",,9926,DIPMME,"DIPLOMADO EN MUSEOS Y MUSEOLOGÍA, NUEVOS ENFOQUES PARA LA EDUCACIÓN",I71S1C442J1V1,16,1,8,15,IDEA,VICE-REC ACADÉMICA,55,Facultad de Humanidades,8,Instituto de Estudios Avanzados (IDEA),TRUE,2025-9926
2025-7320,7320,2025,2025-I71S1C775J1V1,DISEÑO EN COMUNICACION VISUAL,1,1,OK,73202025,I71S1C775J1V1,I71S1C775J,2025I71S1C775J1V1,DISEÑO EN COMUNICACION VISUAL,,7320,DCOMV,DISEÑO EN COMUNICACIÓN VISUAL,I71S1C775J1V1,10,9,116,65,DEPTO DE PUBLICIDAD E IMAGEN,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,116,Departamento de Publicidad e Imagen,TRUE,2025-7320
2025-7100,7100,2025,2025-I71S1C851J1V1,DISEÑO INDUSTRIAL,1,1,OK,71002025,I71S1C851J1V1,I71S1C851J,2025I71S1C851J1V1,DISEÑO INDUSTRIAL,,7100,DIN,DISEÑO INDUSTRIAL,I71S1C851J1V1,10,9,67,65,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,67,Departamento de Tecnologias de Gestión,TRUE,2025-7100
2025-9215,9215,2025,2025-I71S1C118J1V1,DOCTORADO EN BIOTECNOLOGIA,2,1,ERR,92152025,I71S1C118J1V1,I71S1C118J,2025I71S1C118J1V1,DOCTORADO EN BIOTECNOLOGIA,,9215,DOCBIO,DOCTORADO EN BIOTECNOLOGÍA,I71S1C118J1V1,8,8,97,95,DEPARTAMENTO DE BIOLOGÍA,FACULTAD DE QUÍMICA Y BIOLOGÍA,95,Facultad de Química y Biología,97,Departamento de Biología,TRUE,2025-9215
2025-9230,9230,2025,2025-I71S1C118J1V1,DOCTORADO EN BIOTECNOLOGIA,1,1,#N/D,92302025,I71S1C118J1V1,I71S1C118J,2025I71S1C118J1V1,DOCTORADO EN BIOTECNOLOGIA,,9230,DOCBIO,DOCTORADO EN BIOTECNOLOGÍA,I71S1C118J1V1,8,8,97,95,DEPARTAMENTO DE BIOLOGÍA,FACULTAD DE QUÍMICA Y BIOLOGÍA,95,Facultad de Química y Biología,97,Departamento de Biología,TRUE,2025-9230
2025-9223,9223,2025,2025-I71S1C8J1V2,DOCTORADO EN CIENCIA CON MENCION EN FISICA,2,1,ERR,92232025,I71S1C8J1V2,I71S1C8J,2025I71S1C8J1V2,DOCTORADO EN CIENCIA CON MENCION EN FISICA,,9223,DOCCSFIS,"DOCTORADO EN CIENCIAS, MENCIÓN EN FÍSICA",I71S1C8J1V2,10,8,52,50,DEPARTAMENTO DE FÍSICA,FACULTAD DE CIENCIA,50,Facultad de Ciencia,52,Departamento de Física,TRUE,2025-9223
2025-9214,9214,2025,2025-I71S1C115J1V1,"DOCTORADO EN CIENCIAS, MENCION EN MATEMATICA",2,1,ERR,92142025,I71S1C115J1V1,I71S1C115J,2025I71S1C115J1V1,DOCTORADO EN CIENCIA CON MENCION EN MATEMATICA,,9214,DOCCSMAT,"DOCTORADO EN CIENCIAS, MENCIÓN EN MATEMÁTICA",I71S1C115J1V1,8,8,51,50,DPTO MATEMÁT Y CS DE LA COMP,FACULTAD DE CIENCIA,50,Facultad de Ciencia,51,Departamento de Matemática y Ciencia de la Computación,TRUE,2025-9214
2025-9626,9626,2025,2025-I71S1C227J1V1,DOCTORADO EN CIENCIA Y TECNOLOGIA DE ALIMENTOS,1,1,OK,96262025,I71S1C227J1V1,I71S1C227J,2025I71S1C227J1V1,DOCTORADO EN CIENCIA Y TECNOLOGIA DE LOS ALIMENTOS,,9626,DOCCSALIM,DOCTORADO EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,I71S1C227J1V1,8,8,65,65,DECANATO FACULTAD TECNOLÓGICA,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,65,Facultad Tecnológica,TRUE,2025-9626
2025-9372,9372,2025,2025-I71S1C274J5V1,DOCTORADO EN CIENCIAS DE LA ADMINISTRACION,2,5,ERR,93722025,I71S1C274J5V1,I71S1C274J,2025I71S1C274J5V1,DOCTORADO EN CIENCIAS DE LA ADMINISTRACION,,9372,DOCCSADM,DOCTORADO EN CIENCIAS DE LA ADMINISTRACIÓN,I71S1C274J5V1,9,9,60,60,DECAN FACULTAD DE ADM Y ECONOM,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,60,Facultad de Administración y Economía,TRUE,2025-9372
2025-9476,9476,2025,2025-I71S1C275J2V1,"DOCTORADO EN CIENCIAS DE LA EDUCACION, MENCION EDUCACION INTERCULTURAL",2,2,OK,94762025,I71S1C275J2V1,I71S1C275J,2025I71S1C275J2V1,"DOCTORADO EN CIENCIAS DE LA EDUCACION, MENCION EDUCACION INTERCULTURAL",,9476,DOCCSEDUC,"DOCTORADO EN CIENCIAS DE LA EDUCACIÓN, MENCIÓN EDUCACIÓN INTERCULTURAL",I71S1C275J2V1,6,6,59,55,DEPARTAMENTO DE EDUCACIÓN,FACULTAD DE HUMANIDADES,55,Facultad de Humanidades,59,Departamento de Educación,TRUE,2025-9476
2025-9769,9769,2025,2025-I71S1C91J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, MENCION EN AUTOMATICA",1,1,OK,97692025,I71S1C91J1V1,I71S1C91J,2025I71S1C91J1V1,DOCTORADO EN CIENCIAS DE LA INGENIERIA MENCION EN AUTOMATICA,,9769,DOCCSING,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,I71S1C91J1V1,16,8,41,40,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,41,Departamento de Ingeniería Eléctrica,TRUE,2025-9769
2025-9124,9124,2025,2025-I71S1C131J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, MENCION INGENIERIA DE PROCESOS",2,1,ERR,91242025,I71S1C131J1V1,I71S1C131J,2025I71S1C131J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, CON MENCION EN INGENIERIA DE PROCESOS",,9124,DOCCSING,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,I71S1C131J1V1,8,8,40,40,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,40,Facultad de Ingeniería,TRUE,2025-9124
2025-9109,9109,2025,2025-I71S1C113J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, MENCION EN INFORMATICA",2,1,ERR,91092025,I71S1C113J1V1,I71S1C113J,2025I71S1C113J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, CON MENCION INFORMATICA",,9109,DOCCSING,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,I71S1C113J1V1,8,8,45,40,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,45,Departamento de Ingeniería Informática,TRUE,2025-9109
2025-9110,9110,2025,2025-I71S1C114J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, MENCION CIENCIA E INGENIERIA DE LOS MATERIALES",2,1,ERR,91102025,I71S1C114J1V1,I71S1C114J,2025I71S1C114J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, MENCION EN CIENCIA E INGENIERIA DE LOS MATERIALES",,9110,DOCCSING,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,I71S1C114J1V1,8,8,42,40,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,42,Departamento de Ingeniería Metalurgica,TRUE,2025-9110
2025-9256,9256,2025,2025-I71S1C114J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, MENCION CIENCIA E INGENIERIA DE LOS MATERIALES",1,1,OK,92562025,I71S1C114J1V1,I71S1C114J,2025I71S1C114J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, MENCION EN CIENCIA E INGENIERIA DE LOS MATERIALES",,9256,DOCCSING,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,I71S1C114J1V1,8,8,42,40,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,42,Departamento de Ingeniería Metalurgica,TRUE,2025-9256
2025-9186,9186,2025,2025-I71S1C393J1V1,DOCTORADO EN CIENCIAS DE LA INGENIERIA MENCION INGENIERIA INDUSTRIAL,2,1,ERR,91862025,I71S1C393J1V1,I71S1C393J,2025I71S1C393J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, MENCION INGENIERIA INDUSTRIAL",,9186,DOCCSING,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,I71S1C393J1V1,8,6,46,40,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,46,Departamento de Ingeniería Industrial,TRUE,2025-9186
2025-9776,9776,2025,2025-I71S1C393J1V1,DOCTORADO EN CIENCIAS DE LA INGENIERIA MENCION INGENIERIA INDUSTRIAL,2,1,ERR,97762025,I71S1C393J1V1,I71S1C393J,2025I71S1C393J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, MENCION INGENIERIA INDUSTRIAL",,9776,DOCCSING,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,I71S1C393J1V1,8,8,46,40,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,46,Departamento de Ingeniería Industrial,TRUE,2025-9776
2025-9410,9410,2025,2025-I71S1C9J1V1,DOCTORADO EN ESTUDIOS AMERICANOS,2,1,ERR,94102025,I71S1C9J1V1,I71S1C9J,2025I71S1C9J1V1,DOCTORADO EN ESTUDIOS AMERICANOS,,9410,DOCESTAM,DOCTORADO EN ESTUDIOS AMERICANOS,I71S1C9J1V1,10,8,58,55,DEPARTAMENTO DE HISTORIA,FACULTAD DE HUMANIDADES,55,Facultad de Humanidades,58,Departamento de Historia,TRUE,2025-9410
2025-9411,9411,2025,2025-I71S1C9J1V1,DOCTORADO EN ESTUDIOS AMERICANOS,2,1,ERR,94112025,I71S1C9J1V1,I71S1C9J,2025I71S1C9J1V1,DOCTORADO EN ESTUDIOS AMERICANOS,,9411,DOCESTAM,DOCTORADO EN ESTUDIOS AMERICANOS,I71S1C9J1V1,10,8,58,55,DEPARTAMENTO DE HISTORIA,FACULTAD DE HUMANIDADES,55,Facultad de Humanidades,58,Departamento de Historia,TRUE,2025-9411
2025-9479,9479,2025,2025-I71S1C443J1V1,DOCTORADO EN HISTORIA,2,1,ERR,94792025,I71S1C443J1V1,I71S1C443J,2025I71S1C443J1V1,DOCTORADO EN HISTORIA,,9479,DOCHIST,DOCTORADO EN HISTORIA,I71S1C443J1V1,16,8,58,55,DEPARTAMENTO DE HISTORIA,FACULTAD DE HUMANIDADES,55,Facultad de Humanidades,58,Departamento de Historia,TRUE,2025-9479
2025-9213,9213,2025,2025-I71S1C98J1V1,DOCTORADO EN MICROBIOLOGIA,2,1,ERR,92132025,I71S1C98J1V1,I71S1C98J,2025I71S1C98J1V1,DOCTORADO EN MICROBIOLOGIA,,9213,DOCMICROBIO,DOCTORADO EN MICROBIOLOGÍA,I71S1C98J1V1,10,8,97,95,DEPARTAMENTO DE BIOLOGÍA,FACULTAD DE QUÍMICA Y BIOLOGÍA,95,Facultad de Química y Biología,97,Departamento de Biología,TRUE,2025-9213
2025-9508,9508,2025,2025-I71S1C281J1V1,DOCTORADO EN NEUROCIENCIA,2,1,ERR,95082025,I71S1C281J1V1,I71S1C281J,2025I71S1C281J1V1,DOCTORADO EN NEUROCIENCIA,,9508,DOCNEUROC,DOCTORADO EN NEUROCIENCIA,I71S1C281J1V1,8,8,95,95,DECANATO FAC DE QUÍMIC Y BIOLO,FACULTAD DE QUÍMICA Y BIOLOGÍA,95,Facultad de Química y Biología,95,Facultad de Química y Biología,TRUE,2025-9508
2025-9205,9205,2025,2025-I71S1C10J1V1,DOCTORADO EN QUIMICA,2,1,ERR,92052025,I71S1C10J1V1,I71S1C10J,2025I71S1C10J1V1,DOCTORADO EN QUIMICA,,9205,DOCQUIM,DOCTORADO EN QUÍMICA,I71S1C10J1V1,8,8,98,95,DPTO DE CS DEL AMBIENTE,FACULTAD DE QUÍMICA Y BIOLOGÍA,95,Facultad de Química y Biología,98,Departamento de Ciencias del Ambiente,TRUE,2025-9205
